"id","file","uploaded_at","product_id"
1,product_certificates/zolotye_chasy_kvartsevye_art_260241zhsh.png,2025-03-01 19:48:49.050 +0200,2
2,product_certificates/zolotye_chasy_kvartsevye_art_260241zhsh1.png,2025-03-01 19:48:49.054 +0200,2
